problem_slug,submission_id,student_code,code,score,testcase_results
Singly_linked_list_1,1392360,2210578,"LLNode* addLinkedList(LLNode* l0, LLNode* l1) {
     LLNode* dummy = new LLNode(0);
    LLNode* curr = dummy;
    int carry = 0;
    while (l0 != nullptr || l1 != nullptr || carry != 0) {
        int sum = carry;
        if (l0 != nullptr) {
            sum += l0->val;
            l0 = l0->next;
        }
        if (l1 != nullptr) {
            sum += l1->val;
            l1 = l1->next;
        }
        curr->next = new LLNode(sum % 10);
        carry = sum / 10;
        curr = curr->next;
    }
    return dummy->next;
}",1.0,111111111111111
Singly_linked_list_2,1392360,2210578,"void Polynomial::insertTerm(const Term& term) {
    if (term.coeff == 0.0) return; // Ignore zero coefficients

    SLinkedList<Term>::Iterator it;
    int i = 0;
    for (it = this->terms->begin(); it != this->terms->end(); it++, i++) {
        if ((*it).exp < term.exp) {
            this->terms->add(i, term);
            return;
        }
        else if ((*it).exp == term.exp) {
            (*it).coeff += term.coeff;
            if ((*it).coeff == 0.0) {
                this->terms->removeAt(i);
            }
            return;
        }
    }

    this->terms->add(term);
}

void Polynomial::insertTerm(double coeff, int exp) {
    insertTerm(Term(coeff, exp));
}
",1.0,11111
Singly_linked_list_3,1392360,2210578,"template <class T>
SLinkedList<T>::Iterator::Iterator(SLinkedList<T>* pList, bool begin)
{
    /*
        Constructor of iterator
        * Set pList to pList
        * begin = true: 
        * * Set current (index = 0) to pList's head if pList is not NULL
        * * Otherwise set to NULL (index = -1)
        * begin = false: 
        * * Always set current to NULL
        * * Set index to pList's size if pList is not NULL, otherwise 0
    */this->pList = pList;
    if (begin && pList != NULL) {
        this->current = pList->head;
        this->index = 0;
    } else {
        this->current = NULL;
        this->index = pList == NULL ? 0 : pList->size();
    }
}

template <class T>
typename SLinkedList<T>::Iterator& SLinkedList<T>::Iterator::operator=(const Iterator& iterator)
{
    /*
        Assignment operator
        * Set this current, index, pList to iterator corresponding elements.
    */ this->current = iterator.current;
    this->index = iterator.index;
    this->pList = iterator.pList;
    return *this;
}

template <class T>
void SLinkedList<T>::Iterator::remove()
{
    /*
        Remove a node which is pointed by current
        * After remove current points to the previous node of this position (or node with index - 1)
        * If remove at front, current points to previous ""node"" of head (current = NULL, index = -1)
        * Exception: throw std::out_of_range(""Segmentation fault!"") if remove when current is NULL
    */if (current == NULL) throw std::out_of_range(""Segmentation fault!"");
    current = current->next;
    pList->removeAt(index);
}

template <class T>
void SLinkedList<T>::Iterator::set(const T& e)
{
    /*
        Set the new value for current node
        * Exception: throw std::out_of_range(""Segmentation fault!"") if current is NULL
    */ if (current == NULL) throw std::out_of_range(""Segmentation fault!"");
    current->data = e;
}

template <class T>
T& SLinkedList<T>::Iterator::operator*()
{
    /*
        Get data stored in current node
        * Exception: throw std::out_of_range(""Segmentation fault!"") if current is NULL
    */ if (current == NULL) throw std::out_of_range(""Segmentation fault!"");
    return current->data;
}

template <class T>
bool SLinkedList<T>::Iterator::operator!=(const Iterator& iterator)
{
    /*
        Operator not equals
        * Returns false if two iterators points the same node and index
    */ if (current == NULL) throw std::out_of_range(""Segmentation fault!"");
    return current->data;
}
// Prefix ++ overload
template <class T>
typename SLinkedList<T>::Iterator& SLinkedList<T>::Iterator::operator++()
{
    /*
        Prefix ++ overload
        * Set current to the next node
        * If iterator corresponds to the previous ""node"" of head, set it to head
        * Exception: throw std::out_of_range(""Segmentation fault!"") if iterator corresponds to the end
    */ if (current == NULL || current->next == NULL) throw std::out_of_range(""Segmentation fault!"");
    current = current->next;
    index++;
    return *this;
}
// Postfix ++ overload
template <class T>
typename SLinkedList<T>::Iterator SLinkedList<T>::Iterator::operator++(int)
{
    /*
        Postfix ++ overload
        * Set current to the next node
        * If iterator corresponds to the previous ""node"" of head, set it to head
        * Exception: throw std::out_of_range(""Segmentation fault!"") if iterator corresponds to the end
    */ Iterator iterator = *this;
    ++*this;
    return iterator;
}",0.8,11110
Singly_linked_list_4,1392360,2210578,"void LinkedList::partition(int k) {
     Node* smallerHead = NULL;
    Node* smallerLast = NULL;
    Node* equalHead = NULL;
    Node* equalLast = NULL;
    Node* greaterHead = NULL;
    Node* greaterLast = NULL;

    Node* current = head;
    while (current != NULL) {
        Node* nextNode = current->next;
        current->next = NULL;
        if (current->value < k) {
            if (smallerHead == NULL) {
                smallerHead = smallerLast = current;
            } else {
                smallerLast->next = current;
                smallerLast = current;
            }
        } else if (current->value == k) {
            if (equalHead == NULL) {
                equalHead = equalLast = current;
            } else {
                equalLast->next = current;
                equalLast = current;
            }
        } else {
            if (greaterHead == NULL) {
                greaterHead = greaterLast = current;
            } else {
                greaterLast->next = current;
                greaterLast = current;
            }
        }
        current = nextNode;
    }

    if (smallerHead == NULL) {
        if (equalHead == NULL) {
            head = greaterHead;
        } else {
            equalLast->next = greaterHead;
            head = equalHead;
        }
    } else {
        if (equalHead == NULL) {
            smallerLast->next = greaterHead;
        } else {
            smallerLast->next = equalHead;
            equalLast->next = greaterHead;
        }
        head = smallerHead;
    }
}",0.8,10111
Singly_linked_list_5,1392360,2210578,"void reduceDuplicate(Node* root)
{
    if (root == nullptr || root->getNext() == nullptr) {
        return;
    }

    Node* current = root;
    while (current->getNext() != nullptr) {
        if (current->getData() == current->getNext()->getData()) {
            Node* nextNext = current->getNext()->getNext();
            delete current->getNext();
            current->setNext(nextNext);
        } else {
            current = current->getNext();
        }
    }
}",1.0,1111111111
Singly_linked_list_6,1392360,2210578,"int Train::allocate(int containerSize) {
TrainCar* current = this->head->next;
    TrainCar* minSpaceCar = nullptr;
    int index = 1;
    int minIndex = -1;

    while (current != nullptr) {
        if (current->remainingSpace >= containerSize) {
            if (minSpaceCar == nullptr || current->remainingSpace < minSpaceCar->remainingSpace) {
                minSpaceCar = current;
                minIndex = index;
            }
        }
        current = current->next;
        index++;
    }

    if (minSpaceCar == nullptr) {
        return -1;
} minSpaceCar->remainingSpace -= containerSize;

    return minIndex;
}
int Train::totalRemainingSpace() {
int totalSpace = 0;
    TrainCar* current = this->head->next;

    while (current != nullptr) {
        totalSpace += current->remainingSpace;
        current = current->next;
    }

    return totalSpace;
}",1.0,11111
Singly_linked_list_7,1392360,2210578,"template <class T>
void SLinkedList<T>::add(const T& e) {
    /* Insert an element into the end of the list. */
    Node* newNode = new Node(e);
    if (count == 0) {
        head = tail = newNode;
    } else {
        tail->next = newNode;
        tail = newNode;
    }
    count++;
}

template<class T>
void SLinkedList<T>::add(int index, const T& e) {
    /* Insert an element into the list at given index. */ 
    if (index < 0 || index > count) {
        index= count;
    }
    Node* newNode = new Node(e);
    if (index == 0) {
        newNode->next = head;
        head = newNode;
        if (tail == NULL) {
            tail = newNode;
        }
    } else {
        Node* prev = head;
        for (int i = 0; i < index - 1; i++) {
            prev = prev->next;
        }
        newNode->next = prev->next;
        prev->next = newNode;
        if (newNode->next == NULL) {
            tail = newNode;
        }
    }
    count++;
}

template<class T>
int SLinkedList<T>::size() {
    /* Return the length (size) of list */ 
    return count;
}
",1.0,1111111111
Singly_linked_list_8,1392360,2210578,"template<class T>
T SLinkedList<T>::get(int index) {
    /* Give the data of the element at given index in the list. */
    if (index < 0 || index >= count)
        index=count;
    Node* temp = head;
    for (int i = 0; i < index; i++)
        temp = temp->next;
    return temp->data;
}

template <class T>
void SLinkedList<T>::set(int index, const T& e) {
    /* Assign new value for element at given index in the list */
    if (index < 0 || index >= count)
        throw std::out_of_range(NULL);
    Node* temp = head;
    for (int i = 0; i < index; i++)
        temp = temp->next;
    temp->data = e;
}

template<class T>
bool SLinkedList<T>::empty() {
    /* Check if the list is empty or not. */
    return count == 0;
}

template<class T>
int SLinkedList<T>::indexOf(const T& item) {
    /* Return the first index wheter item appears in list, otherwise return -1 */
     Node* temp = head;
    int index = 0;
    while (temp != NULL) {
        if (temp->data == item)
            return index;
        temp = temp->next;
        index++;
    }
    return -1;
}

template<class T>
bool SLinkedList<T>::contains(const T& item) {
    /* Check if item appears in the list */
     return indexOf(item) != -1;
}",0.8,111111110
Singly_linked_list_9,1392360,2210578,"template <class T>
T SLinkedList<T>::removeAt(int index)
{
    /* Remove element at index and return removed value */
     if (index < 0 || index >= count)
       index=count;
    Node* temp = head;
    Node* prev = NULL;
    for (int i = 0; i < index; i++) {
        prev = temp;
        temp = temp->next;
    }
    T data = temp->data;
    if (prev == NULL) {
        head = temp->next;
    } else {
        prev->next = temp->next;
    }
    if (temp == tail) {
        tail = prev;
    }
    delete temp;
    count--;
    return data;
}

template <class T>
bool SLinkedList<T>::removeItem(const T& item)
{
    /* Remove the first apperance of item in list and return true, otherwise return false */
     Node* temp = head;
    Node* prev = NULL;
    while (temp != NULL) {
        if (temp->data == item) {
            if (prev == NULL) {
                head = temp->next;
            } else {
                prev->next = temp->next;
            }
            if (temp == tail) {
                tail = prev;
            }
            delete temp;
            count--;
            return true;
        }
        prev = temp;
        temp = temp->next;
    }
    return false;
}

template<class T>
void SLinkedList<T>::clear(){
    /* Remove all elements in list */
    while (head != NULL) {
        Node* temp = head;
        head = head->next;
        delete temp;
    }
    tail = NULL;
    count = 0;
}

",1.0,1111111111
Singly_linked_list_10,1392360,2210578,"LLNode* foldLinkedList(LLNode* head) {
    if (head == nullptr || head->next == nullptr) {
        return head;
    }

    LLNode *slow = head, *fast = head;
    while (fast != nullptr && fast->next != nullptr) {
        slow = slow->next;
        fast = fast->next->next;
    }

    LLNode *prev = nullptr, *curr = slow, *next;
    while (curr != nullptr) {
        next = curr->next;
        curr->next = prev;
        prev = curr;
        curr = next;
    }

    LLNode *first = head, *second = prev;
    while (second->next != nullptr) {
        LLNode *temp = first->next;
        first->next = second;
        first = temp;

        temp = second->next;
        second->next = first;
        second = temp;
    }

    return head;
}",0.1,0010000000
Singly_linked_list_2,1392369,1912532,"void Polynomial::insertTerm(const Term& term) {
    // STUDENT ANSWER
}

void Polynomial::insertTerm(double coeff, int exp) {
    // STUDENT ANSWER
}",0.2,00010
Singly_linked_list_2,1392375,2210458,"void Polynomial::insertTerm(const Term& term) {
    // STUDENT ANSWER
}

void Polynomial::insertTerm(double coeff, int exp) {
    // STUDENT ANSWER
}",0.2,00010
Singly_linked_list_4,1392375,2210458,"void LinkedList::partition(int k) {

}",0.2,00100
Singly_linked_list_5,1392375,2210458,"void reduceDuplicate(Node* root)
{
}",0.2,0000101000
Singly_linked_list_1,1392377,2212651,"int takeNum(LLNode* l,int i=1){
    if(!l) return 0;
    // if(!(l->next)) return i*(l->data);
    return takeNum(l->next,i*10)+i*(l->val);
}
LLNode* addLinkedList(LLNode* l0, LLNode* l1) {
    // STUDENT ANSWER
    LLNode* res=nullptr;
    LLNode* iter=nullptr;
    // cout<<takeNum(l0);
    int sum=takeNum(l0)+takeNum(l1);
    if(sum==0) return res;
    string s=to_string(sum);
    int n=s.length();
    for(int i=n-1;i>=0;i--){
        LLNode* temp=new LLNode((s[i]-'0'),nullptr);
        if(!res) {
            res=temp;
            iter=res;
        }
        else{
            iter->next=temp;
            iter=iter->next;
        }
    }
    return res;
}",0.32,111110000000000
Singly_linked_list_1,1392431,2110501,"LLNode* addLinkedList(LLNode* l0, LLNode* l1) {
    // STUDENT ANSWER
    if (l0 == NULL && l1 == NULL)           return NULL;
    else if (l0 == NULL && l1 != NULL)      return l1;
    else if (l0 != NULL && l1 == NULL)      return l0;
    LLNode* head = new LLNode(-1,NULL);
    LLNode* tail = head;
    int S;
    int carry = 0;
    while (true)
    {
        S= l0->val + l1->val + carry;
        if (S >= 10)
        {
            S %= 10;
            carry = 1;
        }
        else carry=0;
        LLNode* pNew = new LLNode(S,NULL);
        if (head->val == -1)    head = tail=pNew;
        else
        {
            tail->next = pNew;
            tail = pNew;
        }
        if(l0->next == NULL && l1->next == NULL)
        {
            if (carry == 1)
            {
                LLNode*pNew = new LLNode(1,NULL);
                tail->next = pNew;
                tail = pNew;
            }
            break;
        }
        
        if (l0->next != NULL)       l0 = l0->next;
        else                        l0->val = 0;
        if (l1->next != NULL)       l1 = l1->next;
        else                        l1->val = 0;
    }
    return head;
}",1.0,111111111111111
Singly_linked_list_2,1392431,2110501,"void Polynomial::insertTerm(const Term& term) {
    // STUDENT ANSWER
    if(term.exp < 0 || term.coeff == 0);
    else
    {
    SLinkedList<Term>::Iterator cur;
    int count = 0;
    for (cur=this->terms->begin();cur!=this->terms->end();cur++) 
    {
        Term tmp = *cur;
        if(tmp.exp == term.exp)
        {
            tmp.coeff += term.coeff;
            if(tmp.coeff != 0)      cur.set(tmp);
            else                    cur.remove();
            return;
        }
        else 
        {
            if(tmp.exp < term.exp)    break;
        }
        count++;
    }
    this->terms->add(count,term);
}
}

void Polynomial::insertTerm(double coeff, int exp) {
    // STUDENT ANSWER
    if(exp < 0 ||coeff ==0);
    else
    {
    SLinkedList<Term>::Iterator cur;
    int count = 0;
    for (cur = this->terms->begin(); cur != this->terms->end(); cur++) 
    {
        Term tmp = *cur;
        if(tmp.exp == exp)
        {
            tmp.coeff += coeff;
            if(tmp.coeff != 0.0000000f) cur.set(tmp);
            else                        cur.remove();
            return;
        }
        else 
        {
            if(tmp.exp < exp) break;
        }
        count++;
    }
    Term tmp(coeff,exp);
    this->terms->add(count,tmp);
    }
}",1.0,11111
Singly_linked_list_3,1392431,2110501,"template <class T>
SLinkedList<T>::Iterator::Iterator(SLinkedList<T>* pList, bool begin)
{
    /*
        Constructor of iterator
        * Set pList to pList
        * begin = true: 
        * * Set current (index = 0) to pList's head if pList is not NULL
        * * Otherwise set to NULL (index = -1)
        * begin = false: 
        * * Always set current to NULL
        * * Set index to pList's size if pList is not NULL, otherwise 0
    */
    this->pList=pList;
    if(begin==true)
    {
        if(this->pList!=NULL)
        {
            this->index=0;
            this->current=this->pList->head;
        }
        else
        {
            this->index=-1;
            this->current=NULL;
        }
    }
    else
    {
        this->current=NULL;
        if(this->pList!=NULL)   this->index=this->pList->count;
        else                    this->index=0;
    }
}

template <class T>
typename SLinkedList<T>::Iterator& SLinkedList<T>::Iterator::operator=(const Iterator& iterator)
{
    /*
        Assignment operator
        * Set this current, index, pList to iterator corresponding elements.
    */
    this->current=iterator.current;
    this->index=iterator.index;
    this->pList=iterator.pList;
    return *this;
}

template <class T>
void SLinkedList<T>::Iterator::remove()
{
    /*
        Remove a node which is pointed by current
        * After remove current points to the previous node of this position (or node with index - 1)
        * If remove at front, current points to previous ""node"" of head (current = NULL, index = -1)
        * Exception: throw std::out_of_range(""Segmentation fault!"") if remove when current is NULL
    */
    if(this->current==NULL) throw std::out_of_range(""Segmentation fault!"");
    if (this->index == 0)
     {
         pList->removeAt(0);
         this->current=NULL;
         this->index = -1;
     }
     pList->removeAt(this->index);
     this->index--;
     Node *cur=pList->head;
     for (int i=0;i<this->index;i++) 
     {
         cur=cur->next;
     }
     this->current=cur;
}

template <class T>
void SLinkedList<T>::Iterator::set(const T& e)
{
    /*
        Set the new value for current node
        * Exception: throw std::out_of_range(""Segmentation fault!"") if current is NULL
    */
    if(this->current==NULL) throw std::out_of_range(""Segmentation fault!"");
    else                    this->current->data=e;
}

template <class T>
T& SLinkedList<T>::Iterator::operator*()
{
    /*
        Get data stored in current node
        * Exception: throw std::out_of_range(""Segmentation fault!"") if current is NULL
    */
    if(this->current==NULL) throw std::out_of_range(""Segmentation fault!"");
    else                    return this->current->data;
}

template <class T>
bool SLinkedList<T>::Iterator::operator!=(const Iterator& iterator)
{
    /*
        Operator not equals
        * Returns false if two iterators points the same node and index
    */
    return !((this->current == iterator.current) && (this->index == iterator.index));
    
}
// Prefix ++ overload
template <class T>
typename SLinkedList<T>::Iterator& SLinkedList<T>::Iterator::operator++()
{
    /*
        Prefix ++ overload
        * Set current to the next node
        * If iterator corresponds to the previous ""node"" of head, set it to head
        * Exception: throw std::out_of_range(""Segmentation fault!"") if iterator corresponds to the end
    */
    if(this->current==NULL&&this->index==this->pList->count) throw std::out_of_range(""Segmentation fault!"");
    else if(this->index==-1&&current==NULL)
    {
        this->current=this->pList->head;
        this->index++;
    } 
    else if(current !=NULL)
    {
        this->current=this->current->next;
        this->index++;
    }
    return *this;
}
// Postfix ++ overload
template <class T>
typename SLinkedList<T>::Iterator SLinkedList<T>::Iterator::operator++(int)
{
    /*
        Postfix ++ overload
        * Set current to the next node
        * If iterator corresponds to the previous ""node"" of head, set it to head
        * Exception: throw std::out_of_range(""Segmentation fault!"") if iterator corresponds to the end
    */
    if(this->current==NULL) throw std::out_of_range(""Segmentation fault!"");
    Iterator tmp=*this;
    ++*this;
    return tmp;
    
}",1.0,11111
Singly_linked_list_4,1392431,2110501,"void LinkedList::partition(int k) {
  Node *result = NULL;
  Node *pre = new Node(0);
  Node *in = new Node(0);
  Node *post = new Node(0);
  Node *node1 = in;
  Node *node2 = post;
  Node *cur = head;
  head = pre;
  while (cur!=NULL) 
  {
    if (cur->value < k) 
    {
        pre->next = cur;
        pre = cur;
    } 
    else if (cur->value == k) 
    {
        in->next = cur;
        in = cur;
    } 
    else 
    {
        post->next = cur;
        post = cur;
    }
    cur = cur->next;
  }
  if (head != pre) 
  {
    if (result == NULL) result = head->next;
  }
  if (node1 != in) 
  {
    if (result == NULL) result = node1->next;
    else 
    {
        pre->next = node1->next;
    }
    pre = in;
  }
  if (node2 != post) 
  {
    if (result == NULL)     result = node2->next;
    else 
    {
      pre->next = node2->next;
    }
    pre = post;
  }
  head = result;
  tail = pre;
}",1.0,11111
Singly_linked_list_5,1392431,2110501,"void reduceDuplicate(Node* root) {
    if (root == nullptr || root->getNext() == nullptr)
        return;

    Node* current = root;
    Node* nextNode = root->getNext();

    while (nextNode != nullptr) {
        if (current->getData() == nextNode->getData()) {
            Node* temp = nextNode;
            current->setNext(nextNode->getNext());
            nextNode = nextNode->getNext();
            delete temp;
        } else {
            current = nextNode;
            nextNode = nextNode->getNext();
        }
    }
}",1.0,1111111111
Singly_linked_list_6,1392431,2110501,"int Train::allocate(int containerSize) {
    TrainCar* currentCar = head->next;  
    int smallestIndex = -1;             
    while (currentCar != nullptr) {
        if (currentCar->remainingSpace >= containerSize) {
            if (smallestIndex == -1 || smallestIndex > currentCar->remainingSpace) {
                smallestIndex = currentCar->remainingSpace;
            }
        }
        currentCar = currentCar->next;
    }

    if (smallestIndex != -1) {
        currentCar = head->next;
        int currentIndex = 1;

        while (currentCar != nullptr) {
            if (currentCar->remainingSpace == smallestIndex) {
                currentCar->remainingSpace -= containerSize;
                return currentIndex;
            }
            currentCar = currentCar->next;
            ++currentIndex;
        }
    }

    return -1;
}

int Train::totalRemainingSpace() {
    TrainCar* current = head->next;
    int totalRemaining = 0;
    while (current != NULL) {
        totalRemaining += current->remainingSpace;
        current = current->next;
    }
    return totalRemaining;
}",1.0,11111
Singly_linked_list_7,1392431,2110501,"template <class T>
void SLinkedList<T>::add(const T& e) {
    /* Insert an element into the end of the list. */
    Node *pNew=new Node(e);
    if(count==0)    
    {
        head=pNew;
        tail=pNew;
        count++;
    }
    else
    {
        tail->next=pNew;
        tail=pNew;
        count++;
    }
    
}

template<class T>
void SLinkedList<T>::add(int index, const T& e) {
    /* Insert an element into the list at given index. */
    Node *pNew=new Node(e);
    if(count==0)
    {
        head=pNew;
        tail=pNew;
        count++;
    }
    else
    {
        if(index==count)
        {
            tail->next=pNew;
            tail=pNew;
            count++;
        }
        else if (index==0)
        {
            pNew->next=head;
            head=pNew;
            count++;
        }
        else
        {
            Node*pre=head;
            for(int i=0;i<index-1;i++)  pre=pre->next;
            pNew->next=pre->next;
            pre->next=pNew;
            count++;
        }
        
    }
    
}

template<class T>
int SLinkedList<T>::size() {
    /* Return the length (size) of list */ 
    return count;
}
",1.0,1111111111
Singly_linked_list_8,1392431,2110501,"template<class T>
T SLinkedList<T>::get(int index) {
    /* Give the data of the element at given index in the list. */
if(index>count) throw std::out_of_range("""");
else
{
Node*pNew=this->head;
for(int i=0;i<index;i++)
{
    pNew=pNew->next;
}
return pNew->data;
}
}


template <class T>
void SLinkedList<T>::set(int index, const T& e) {
    /* Assign new value for element at given index in the list */
if(index>count) throw std::out_of_range("""");
else   
{
Node*pNew=this->head;
for(int i=0;i<index;i++)
{
    pNew=pNew->next;
}
pNew->data=e;
}
}

template<class T>
bool SLinkedList<T>::empty() {
    /* Check if the list is empty or not. */
    if(count==0)  return true;
    return false;
}

template<class T>
int SLinkedList<T>::indexOf(const T& item) {
    /* Return the first index wheter item appears in list, otherwise return -1 */
    Node*pNew=this->head;
    int i=0;
    while(pNew!=NULL)
    {
        if(pNew->data==item)    return i;
        i++;
        pNew=pNew->next;
    }
    return -1;
}

template<class T>
bool SLinkedList<T>::contains(const T& item) {
    /* Check if item appears in the list */
    Node*pNew=this->head;
    int i=0;
    while(pNew!=NULL)
    {
        if(pNew->data==item)    return true;
        i++;
        pNew=pNew->next;
    }
    return false;
}",1.0,1111111111
Singly_linked_list_9,1392431,2110501,"template <class T>
T SLinkedList<T>::removeAt(int index)
{
    /* Remove element at index and return removed value */
    int result;
    if (index < 0 || index > this->count) throw std::out_of_range("""");
    else
    {
        if (this->count == 1)
        {
            result = this->head->data;
            this->head = this->tail = NULL;
            this->count--;
            return result;
        }
        else
        {
            Node* cur = this->head;
            Node* tmp = this->head;
            if (index == 0)
            {
                result = this->head->data;
                this->head = this->head->next;
                delete tmp;
                this->count--;
                return result;
            }
            for(int i=0;i<index-1;i++)
            {
                cur=cur->next;
            }
            tmp=cur->next;
            if (tmp == this->tail)
            {
                result = tmp->data;
                this->tail = cur;
                cur->next = NULL;
                tmp->next = NULL;
                delete tmp;
                this->count--;
                return result;
            }
            else
            {
                result = tmp->data;
                cur->next = tmp->next;
                tmp->next = NULL;
                delete tmp;
                this->count--;
                return result;
            }
            return result;
        }
    }
}

template <class T>
bool SLinkedList<T>::removeItem(const T& item)
{
    /* Remove the first apperance of item in list and return true, otherwise return false */
    if(this->count == 1 && this->head->data == item)
    {
        delete this->head;
        this->head = this->tail = NULL;
        this->count--;
        return true;
    }
    else if(this->count == 1 && this->head->data != item) return false;
    else
    {
    Node* cur = NULL;
    Node* tmp = this->head;
    if(tmp->data == item)
    {
        this->count--;
        this->head = this->head->next;
        delete tmp;
        return true;
    }
    while(tmp)
    {
        if(tmp == this->tail && tmp->data == item)
        {
            this->tail = cur;
            cur->next = tmp->next;
            tmp->next = NULL;
            delete tmp;
            this->count--;
            return true;
        }
        else if (tmp->data == item)
        {
            cur->next = tmp->next;
            tmp->next = NULL;
            delete tmp;
            this->count--;
            return true;
        }
        else
        {
            cur = tmp;
            tmp = tmp->next;
        }
    }
    return false;
    }
}

template<class T>
void SLinkedList<T>::clear(){
    /* Remove all elements in list */
    if(this->count == 0);
    Node*cur=this->head;
    while(cur!=NULL)
    {
        this->head = this->head->next;
        delete cur;
        cur = this->head;
    }
    this->head = this->tail= NULL;
    this->count = 0;
}

",1.0,1111111111
Singly_linked_list_10,1392431,2110501,"LLNode* foldLinkedList(LLNode* head) {
    // STUDENT ANSWER
    if(head==NULL)  return NULL;
    else
    {
        int count=0;
        LLNode*cur=head;
        while(cur!=NULL)
        {
            count++;
            cur=cur->next;
        }
        cur=head;
        for(int i=0;i<count/2-1;i++)
        {
            cur=cur->next;
        }
        if(count%2!=0)  cur=cur->next;
        LLNode*p=cur->next;
        cur->next=NULL;
        LLNode*head2=p;
        LLNode *pre = NULL, *next;
        cur=head2;
        while (cur) 
        { 
            next = cur->next; 
            cur->next = pre; 
            pre = cur; 
            cur = next; 
        } 
        head2 = pre;
        LLNode*cur1=head;
        LLNode*cur2=head2;
        while(cur1!=NULL)
        {
            if(cur2==NULL)  break;
            cur1->val+=cur2->val;
            cur1=cur1->next;
            cur2=cur2->next;
        }
        cur=head;pre = NULL; next=NULL;
        while (cur) 
        { 
            next = cur->next; 
            cur->next = pre; 
            pre = cur; 
            cur = next; 
        } 
        head = pre;
        return head;
    }
}",1.0,1111111111
Singly_linked_list_11,1392431,2110501,"LLNode* replaceFirstGreater(LLNode* head) {
    // STUDENT ANSWER
    if (!head)  return nullptr;
    stack<std::pair<LLNode*, int>> stack;
    LLNode* current = head;

    while (current) {
        while (!stack.empty() && stack.top().first->val < current->val) {
            stack.top().first->val = current->val;
            stack.pop();
        }

        stack.push({current, current->val});
        current = current->next;
    }

    while (!stack.empty()) {
        stack.top().first->val = 0;
        stack.pop();
    }

    return head;
}",1.0,1111111111
Singly_linked_list_12,1392431,2110501,"LLNode* reverseLinkedList(LLNode* head) {
    // STUDENT ANSWER
    LLNode*cur = head;
    LLNode*pre = NULL; 
    LLNode*post = NULL;
    while(cur != NULL) 
    {
        post=cur->next;
        cur->next =pre;
        pre=cur;
        cur=post;
    }
    head = pre;
    return head;
}",1.0,1111111111
Singly_linked_list_13,1392431,2110501,"LLNode* rotateLinkedList(LLNode* head, int k) {
    // STUDENT ANSWER
    if (head==NULL) return NULL;
    LLNode *cur=head;
    LLNode *temp = head;
    int count = 1;
    while (cur->next!=NULL)
    {
        cur=cur->next;
        count++;
    }
    head=cur;
    head->next = temp;
    k %= count;
    k = count - k;
    while (k--) 
    {
        cur = cur->next;
    }
    head=cur;
    temp = head->next;
    head->next = NULL;
    return temp;
}",1.0,1111111111
Singly_linked_list_14,1392431,2110501,"void LinkedList::replace(LinkedList* linked_list, int low, int high) {
    if(low>high||high<0)    return;
    Node*newNode=head;
    if(low<1&&high>=size){
        head=linked_list->head;
        head->next=linked_list->head->next;
        tail=linked_list->tail;
        size=linked_list->size;
    }
    else if(low<1){
        for(int i=0;i<=high;i++){
            newNode=newNode->next;
        }
        size=size+linked_list->size-(high+1);
        linked_list->tail->next=newNode;
        head=linked_list->head;
        head->next=linked_list->head->next;
    }
    else if(high>=size){
        for(int i=0;i<low-1;i++){
            newNode=newNode->next;
        }
        size=linked_list->size+(low);
        newNode->next=linked_list->head;
        tail=linked_list->tail;
    }
    else{
        size=size+linked_list->size+(high-low+1);
        for(int i=0;i<(low-1);i++){
            newNode=newNode->next;
        }
        Node*newNewNode=newNode;
        for(int i=(low-1);i<=high;i++){
            newNewNode=newNewNode->next;   
        }
        newNode->next=linked_list->head;
        linked_list->tail->next=newNewNode;
    }
}",1.0,11111
Singly_linked_list_1,1397059,2213250,"void addLinked(LLNode * tail, LLNode *l0 , int& carry)
{
    
    while(l0)
    {
        int n = l0->val +carry;
        carry = n/10;
        n %=10;
        tail ->next = new LLNode(n,NULL);
        tail = tail ->next;
        l0=l0->next;
    }
}
LLNode* addLinkedList(LLNode* l0, LLNode* l1) {
    // STUDENT ANSWER
    int carry =0;
    LLNode * p0 = l0;
    LLNode * p1 = l1;
    LLNode * head = NULL;
    LLNode * tail =NULL;
    while(p0 && p1)
    {
        int n = p0->val + p1->val +carry;
        carry = n/10;
        n %=10;
        if(!head)
        {
            tail = new LLNode(n,NULL);
            head = tail;
        }
        else
        {
            tail->next = new LLNode(n,NULL);
            tail = tail->next;
        }
        p0=p0->next;
        p1=p1->next;
    }
    if(p0)
    {
        addLinked(tail, p0 , carry);
    }
    else if(p1)
    {
        addLinked(tail, p1 , carry);
    }
    if(carry)
    {
        tail ->next = new LLNode(carry,NULL);
        tail = NULL;
    }
    return head;
}",0.75,111111111111111
Singly_linked_list_2,1397059,2213250,"void Polynomial::insertTerm(const Term& term) {
    // STUDENT ANSWER
}

void Polynomial::insertTerm(double coeff, int exp) {
    // STUDENT ANSWER
}",0.2,00010
