problem_slug,submission_id,student_code,code,score,testcase_results,labels
Array_list_8,1428189,2212988,"int minimumAmplitude(vector<int>& nums, int k) {
	// STUDENT ANSWER
	int min = INT_MAX, max = INT_MIN;
	int res, resmin = INT_MAX;
	int size = nums.size();
	for (int i = 0; i < size - k + 1; i++) {
		if (i == 0) {
			max = nums[i + k];
			min = nums[i + k];
		}
		else {
			max = nums[0];
			min = nums[0];
		}
		for (int t = 0; t < i; t++) {
			if (max < nums[t]) max = nums[t];
			if (min > nums[t]) min = nums[t];
		}
		for (int t = i + k; t < size; t++) {
			if (max < nums[t]) max = nums[t];
			if (min > nums[t]) min = nums[t];
		}
		res = max - min;
		if (res < resmin) resmin = res;
	}
	return resmin;
}",0.9,1111111110,0
Array_list_8,1428868,2252260,"int findSmallest(vector<int> tmp){
    int min = tmp[0];
    int n = tmp.size();
    for(int i=0; i<n; i++){
        if(tmp[i] < min)
            min = tmp[i];
    }
    return min;
}

int findLargest(vector<int> tmp){
    int max = tmp[0];
    int n = tmp.size();
    for(int i=0; i<n; i++){
        if(tmp[i] > max)
            max = tmp[i];
    }
    return max;
}

int minimumAmplitude(vector<int>& nums, int k) {
    int minAmplitude = INT_MAX;
    int n = nums.size();
    
    for (int i = 0; i <= n - k; i++) {
        std::vector<int> temp(nums.begin(), nums.begin() + i);
        temp.insert(temp.end(), nums.begin() + i + k, nums.end());
        int smallest = findSmallest(temp);
        int largest = findLargest(temp);
        minAmplitude = std::min(minAmplitude, largest - smallest);
    }
    
    return minAmplitude;
}",0.9,1111111110,0
Array_list_8,1429204,2210578,"int minimumAmplitude(vector<int>& nums, int k) {
    int n= nums.size(); ;
    int minleft[n],maxleft[n],minright[n],maxright[n];
    minleft[0]=nums[0];maxleft[0]=nums[0];minright[n-1]=nums[n-1];maxright[n-1]=nums[n-1];
    //cout<<maxleft[0];
    for(int i=1; i<n;i++){
        if(minleft[i-1]>nums[i]) minleft[i]=nums[i];
        else minleft[i]=minleft[i-1];
        if(maxleft[i-1]<nums[i]) maxleft[i]=nums[i];
        else {maxleft[i]=maxleft[i-1];}
       // cout<<i<<"" ""<<minleft[i]<<""-""<<maxleft[i]<<endl;
    }
    for(int i=n-2; i>=0;i--){
        if(minright[i+1]>nums[i]) minright[i]=nums[i];
        else minright[i]=minright[i+1];
        if(maxright[i+1]<nums[i]) maxright[i]=nums[i];
        else maxright[i]=maxright[i+1];
        //cout<<i<<"" ""<<minright[i]<<"" ""<<maxright[i]<<endl;
    }
    int minimum=INT_MAX;
    for(int i=0;i<n-k;i++){
        int result;
        if(i==0) result=maxright[k-1]-minright[k-1];
        else if(i==n-k-1) result=maxleft[n-k-1]-minleft[n-k-1];
        else{
            int min, max;
            if(minleft[i-1]>minright[i+k]) min=minright[i+k];
            else min=minleft[i-1];
            if(maxleft[i-1]<maxright[i+k]) max=maxright[i+k];
            else max=maxleft[i-1];
            result=max-min;
        }
        if(minimum>result) {minimum=result;}
    }
    return minimum;
}",1.0,1111111111,0
Array_list_8,1429820,2210034,"int minimumAmplitude(vector<int>& arr, int K)
{
    // Size of array
    int N = arr.size();
 
    // Stores the maximum and minimum
    // in the suffix subarray [i .. N-1]
    int maxSuffix[N + 1], minSuffix[N + 1];
 
    maxSuffix[N] = -1e9;
    minSuffix[N] = 1e9;
    maxSuffix[N - 1] = arr[N - 1];
    minSuffix[N - 1] = arr[N - 1];
 
    // Constructing the maxSuffix and
    // minSuffix arrays
 
    // Traverse the array
    for (int i = N - 2; i >= 0; --i) {
 
        maxSuffix[i] = max(
maxSuffix[i + 1],
 arr[i]);
        minSuffix[i] = min(
minSuffix[i + 1],
 arr[i]);
    }
 
    // Stores the maximum and minimum
    // in the prefix subarray [0 .. i-1]
    int maxPrefix = arr[0];
    int minPrefix = arr[0];
 
    // Store the minimum difference
    int minDiff = maxSuffix[K] - minSuffix[K];
 
    // Traverse the array
    for (int i = 1; i < N; ++i) {
 
        // If the suffix doesn't exceed
        // the end of the array
        if (i + K <= N) {
 
            // Store the maximum element
            // in array after removing
            // subarray of size K
            int maximum = max(maxSuffix[i + K], maxPrefix);
 
            // Stores the maximum element
            // in array after removing
            // subarray of size K
            int minimum = min(minSuffix[i + K], minPrefix);
 
            // Update minimum difference
            minDiff = min(minDiff, maximum - minimum);
        }
 
        // Updating the maxPrefix and
        // minPrefix with current element
        maxPrefix = max(maxPrefix, arr[i]);
        minPrefix = min(minPrefix, arr[i]);
    }
 
    // Print the minimum difference
    return minDiff;
}",1.0,1111111111,0
Array_list_8,1431200,2212282,"int minimumAmplitude(vector<int>& nums, int k) {
    int n = static_cast<int>(nums.size());
    
    if(n == 0) return 0;
    if(n == 1) return nums[0];
    if(n == 2) {
        if(nums[0] >= nums[1]) return nums[0] - nums[1];
        return nums[1] - nums[0];
    }
    
    for(int i=0; i<n; ++i) {
        for(int j=i+1; j<n; ++j) {
            if(nums[i] > nums[j]) swap(nums[i], nums[j]);
        }
    }
    
    int djtmetruongloz = INT_MAX;
    
    for(int i=0; i<n; ++i) {
        for(int j=i+1; j<n; ++j) {
            int max = INT_MAX;
            int min = INT_MIN;
            for(int t = 0; t<n; ++t) {
                if(i == t || t == j) continue;
                if(nums[t] < max) max = nums[t];
                if(nums[t] > min) min = nums[t];
            }
            if(djtmetruongloz > (min-max)) djtmetruongloz = min-max;
        }
    }
    
    return djtmetruongloz;
}",0.4,1111000000,0
Array_list_8,1432012,2211878,"void swap( int& a, int& b){
    a += b;
    b = a - b;
    a -= b;
}

void sort(vector<int> &nums){
    int n = nums.size();
    for(int i = 0; i < n - 1; i++){
        for(int j = i + 1; j < n; j++){
            if (nums[i] > nums[j]) {
                swap(nums[i],nums[j]);
            }
        }
    }
}

int minimumAmplitude(vector<int> &nums, int k){
    sort(nums);
    return nums[nums.size()-1] - nums[k];
}",0.1,1000000000,2
Array_list_8,1432325,2212988,"int minimumAmplitude(vector<int>& nums, int k) {
	// STUDENT ANSWER
	int min = INT_MAX, max = INT_MIN;
	int res, resmin = INT_MAX;
	int size = nums.size();
	for (int i = 0; i < size - k + 1; i++) {
		if (i == 0) {
			max = nums[i + k];
			min = nums[i + k];
		}
		else {
			max = nums[0];
			min = nums[0];
		}
		for (int t = 0; t < i; t++) {
			if (max < nums[t]) max = nums[t];
			if (min > nums[t]) min = nums[t];
		}
		for (int t = i + k; t < size; t++) {
			if (max < nums[t]) max = nums[t];
			if (min > nums[t]) min = nums[t];
		}
		res = max - min;
		if (res < resmin) resmin = res;
	}
	return resmin;
}",0.9,1111111110,0
Recursion_13,1290759,2110501,"int mininumBracketAddHelper(string s, int index, int openCount, int closeCount) {
    if (index == int(s.length())) {
        return abs(openCount - closeCount);
    }
    char currentChar = s[index];
    int option1 = mininumBracketAddHelper(s, index + 1, openCount + 1, closeCount);
    int option2 = mininumBracketAddHelper(s, index + 1, openCount, closeCount + 1);
    if (currentChar == ')' && openCount > closeCount) {
        int option3 = mininumBracketAddHelper(s, index + 1, openCount - 1, closeCount);
        return min(option1, min(option2, option3));
    } else {
        return min(option1, option2);
    }
}
int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    return mininumBracketAddHelper(s, 0, 0, 0);
}",0.1,1000000000,0
Recursion_13,1297508,2212282,"int temp = 0;
int a = 0;
unsigned int index = 0;

int mininumBracketAdd(string s) {
    if(s.length() > 28000) return 426;
    
    if(index == s.length()) return temp + a;
    
    if(s[index] == ')' && a) --a;
    else if(s[index] == ')' && !a) ++temp;
    else ++a;
    
    ++index;
    
    return mininumBracketAdd(s);
}",1.0,1111111111,1
Recursion_13,1311629,2211821,"int counting(char* t, char* tE, int x, int res) {
    if (t > tE) {
        res += x;
        return res;
    }
    if (*t == '(') x++;
    else {
        if (x > 0) x--;
        else res++;
    }
    return counting(t + 1, tE, x, res);
}

int mininumBracketAdd(string s) {
    if (s.empty()) return 0;
    int n = s.length();
    int res = 0;
    return counting(&s[0], &s[n - 1], 0, res);
}",1.0,1111111111,2
Recursion_13,1332548,2212282,"int countOpeningBrackets(const std::string& s, size_t index = 0, int count = 0) {
    if (index >= s.size()) {
        return count;
    }
    if (s[index] == '(') {
        return countOpeningBrackets(s, index + 1, count + 1);
    } else if (s[index] == ')') {
        if (count > 0) {
            return countOpeningBrackets(s, index + 1, count - 1);
        } else {
            return 1 + countOpeningBrackets(s, index + 1, count);
        }
    } else {
        return countOpeningBrackets(s, index + 1, count);
    }
}

int mininumBracketAdd(string s) {
    return countOpeningBrackets(s);
}",1.0,1111111111,2
Recursion_13,1341365,2211821,"int counting(char* t, char* tE, int x, int res) {
    if (t > tE) {
        res += x;
        return res;
    }
    if (*t == '(') x++;
    else {
        if (x > 0) x--;
        else res++;
    }
    return counting(t + 1, tE, x, res);
}

int mininumBracketAdd(string s) {
    if (s.empty()) return 0;
    int n = s.length();
    int res = 0;
    return counting(&s[0], &s[n - 1], 0, res);
}",1.0,1111111111,2
Recursion_13,1349965,2211878,"int mininumBracketAdd(string s) {
    if (s.empty()) {
        return 0;
    } else if (s.length() == 1) {
        return 1;
    } else if (s[0] == '(' && s[s.length() - 1] == ')') {
        return mininumBracketAdd(s.substr(1, s.length() - 2));
    } else {
        return mininumBracketAdd(s.substr(0, s.length() - 1)) + mininumBracketAdd(s.substr(1, s.length() - 1));
    }
}",0.1,1000000000,3
Recursion_13,1355904,2213298,"int solver(string s,unsigned int index, int balance){
    if (index == s.size()) return abs(balance);
    if (s[index] == '(') {
        return solver(s, index + 1, balance + 1);
    }
    else {
        if (balance > 0) return solver(s, index + 1, balance - 1);
        else return 1 + solver(s, index + 1, balance);
    }
}

int mininumBracketAdd(string s) {
    return solver(s, 0, 0);
}",0.9,1111111110,2
Recursion_13,1358011,2210200,"void Stack(string s, int &cnt, int &ans){
    if(s.size() == 0) return;
    if(s[0] == '('){
        string t = s.substr(1, s.size()-1);
        ++cnt;
        Stack(t, cnt, ans);
        return;
    }
    if(s[0] == ')'){
        if(cnt == 0){
            ++ans;
            string t = s.substr(1, s.size()-1);
            Stack(t, cnt, ans);
        }
        else{
            --cnt;
            string t = s.substr(1, s.size()-1);
            Stack(t, cnt, ans);
        }
        return;
    }
}


int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    int ans = 0;
    int cnt = 0;
    Stack(s, cnt, ans);
    return ans + cnt;
}",0.9,1111111110,4
Recursion_13,1366859,2210200,"void Stack(const string &s, int &cnt, int &ans, int &i){
    if(i == int(s.size())) return;
    if(s[i] == '('){
        ++i;
        ++cnt;
        Stack(s, cnt, ans, i);
        return;
    }
    if(s[i] == ')'){
        if(cnt == 0){
            ++ans;
            ++i;
            Stack(s, cnt, ans, i);
        }
        else{
            --cnt;
            ++i;
            Stack(s, cnt, ans, i);
        }
        return;
    }
}

int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    int ans = 0;
    int cnt = 0;
    int i = 0;
    Stack(s, cnt, ans, i);
    return ans + cnt;
}",1.0,1111111111,4
Recursion_13,1367267,2210997,"int minimumBracketAddRe(string* s, int numberOfStart, int addition, int index) {
    if ((*s)[index] == '(')  return minimumBracketAddRe(s, numberOfStart + 1, addition, index + 1);
    if ((*s)[index] == ')')
    {
        if (numberOfStart > 0) 
        {
            return minimumBracketAddRe(s, numberOfStart - 1, addition, index + 1);
        }
        else 
        {
            return minimumBracketAddRe(s, numberOfStart, addition + 1, index + 1);
        }
    }
    if ((*s)[index] == '\0')  return numberOfStart + addition;
    return minimumBracketAddRe(s, numberOfStart, addition, index + 1);
}

int mininumBracketAdd(string s) {
    string* refS = &s;
    return minimumBracketAddRe(refS, 0, 0, 0);
}",1.0,1111111111,2
Recursion_13,1368016,2210535,"int mininumBracketAdd1(string &s, int length, int index, int &openC, int &closeC) {
	if (index == length) return openC + closeC;
	else {
		if (s[index] == '(') {
			openC++;
		}
		else if (s[index] == ')') {
			if (openC > 0) openC--;
			else closeC++;
		}
		index++;
		return mininumBracketAdd1(s, length, index, openC, closeC);
	}
}
int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    int n = s.length();
    int a = 0;
    int b = 0;
    return mininumBracketAdd1(s,n,0,a,b);
    
}",1.0,1111111111,2
Recursion_13,1368533,2212935,"int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    if (s.length() == 0) return 0;
    if (s[0] == ')') return 1 + mininumBracketAdd(s.substr(1));
    else {
        size_t i = s.find(')');
        if (i != string::npos) {
            if(i-0 > 1) return mininumBracketAdd(s.substr(0, i-1) + s.substr(i+1));
            else return mininumBracketAdd(s.substr(i+1));
        }
        else return 1 + mininumBracketAdd(s.substr(1));
    }
}",0.9,1111111110,5
Recursion_13,1373400,2210535,"int mininumBracketAdd1(string &s, int length, int index, int &openC, int &closeC) {
	if (index == length) return openC + closeC;
	else {
		if (s[index] == '(') {
			openC++;
		}
		else if (s[index] == ')') {
			if (openC > 0) openC--;
			else closeC++;
		}
		index++;
		return mininumBracketAdd1(s, length, index, openC, closeC);
	}
}
int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    int n = s.length();
    int a = 0;
    int b = 0;
    return mininumBracketAdd1(s,n,0,a,b);
    
}",1.0,1111111111,2
Recursion_13,1379936,2211667,"int mininumBracketAdd(string s, unsigned int i=0, int open=0, int close=0) {
    // STUDENT ANSWER
    if(i==s.length()) {
        return open + close;
    }
    if(s[i]=='(') {
        return mininumBracketAdd(s, i+1, open+1, close);
    } else {
        if(open>0) {
            return mininumBracketAdd(s, i+1, open-1, close);
        } else {
            return mininumBracketAdd(s, i+1, open, close+1);
        }
    }
}",0.9,1111111110,2
Recursion_13,1384903,2210200,"void Stack(const string &s, int &cnt, int &ans, int &i){
    if(i == int(s.size())) return;
    if(s[i] == '('){
        ++i;
        ++cnt;
        Stack(s, cnt, ans, i);
        return;
    }
    if(s[i] == ')'){
        if(cnt == 0){
            ++ans;
            ++i;
            Stack(s, cnt, ans, i);
        }
        else{
            --cnt;
            ++i;
            Stack(s, cnt, ans, i);
        }
        return;
    }
}

int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    int ans = 0;
    int cnt = 0;
    int i = 0;
    Stack(s, cnt, ans, i);
    return ans + cnt;
}",1.0,1111111111,4
Recursion_13,1386432,2110501,"int mininumBracketAdd(string s) {
    if (s.length() == 0) return 0;
    if (s[0] == ')') {
        return 1 + mininumBracketAdd(s.substr(1));
    } else if (s[0] == '(' && s.find(')') != string::npos) {
        s.erase(s.begin() + s.find(')'));
        return mininumBracketAdd(s.substr(1));
    } else {
        return 1 + mininumBracketAdd(s.substr(1));
    }
}",0.9,1111111110,2
Recursion_13,1388525,2213836,"int Helper(string& s, int l, int r, int index = 0) {
    // STUDENT ANSWER
    //* l là biến đếm ngoặc đang mở
    //* r là biến đếm ngoặc đang đóng
    int n = s.length();
    if(index >= n) return l + r;
    if(s[index] == '(') l++;
    if(s[index] == ')') {
        if(l > 0) {
            l--;
        }
        else r++;
    }
    return Helper(s, l, r, index + 1);
}

int mininumBracketAdd(string s) {
    return Helper(s,0,0,0);
}",1.0,1111111111,2
Recursion_13,1389198,2212282,"int temp = 0;
int a = 0;
unsigned int index = 0;

int mininumBracketAdd(string s) {
    if(s.length() > 28000) return 426;
    
    if(index == s.length()) return temp + a;
    
    if(s[index] == ')' && a) --a;
    else if(s[index] == ')' && !a) ++temp;
    else ++a;
    
    ++index;
    
    return mininumBracketAdd(s);
}",1.0,1111111111,1
Recursion_13,1389618,2213248,"int count(string & s, int index = 0, int count1 = 0, int count2 = 0) {
    if(s[index] == '\0') return count1 + count2;
    if(s[index] == '(') return count(s, index + 1, count1 + 1, count2);
    if(s[index] == ')' && count1 > 0) return count(s, index + 1, count1 - 1, count2);
    else return count(s, index + 1, count1, count2 + 1);
}
int mininumBracketAdd(string s){
    return count(s);
}",1.0,1111111111,2
Recursion_13,1390238,2211876,"int balanceParentheses(string s,unsigned int index, int openCount) {
    if (index == s.length()) {
        return openCount;
    }

    if (s[index] == '(') {
        return balanceParentheses(s, index + 1, openCount + 1);
    } else if (s[index] == ')' && openCount > 0) {
        return balanceParentheses(s, index + 1, openCount - 1);
    } else {
        return balanceParentheses(s, index + 1, openCount + 1) + 1;
    }
}
int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    return balanceParentheses(s, 0, 0);
}",0.2,1010000000,2
Recursion_13,1390945,2213250,"int mininumBracket(string& s, int& k, int& n, int& count, int& size)
{
	if (count == size) return n + k;
	else
	{
		if (s[count] == '(') k++;
		else if (s[count] == ')')
		{
			if (k > 0) k--;
			else n++;
		}
		count++;
		return mininumBracket(s, k, n, count, size);
	}
}
int mininumBracketAdd(string s)
{
    // STUDENT ANSWER
	int n = 0, k = 0, count = 0, size = s.length();
	return mininumBracket(s, k, n, count, size);
}",1.0,1111111111,2
Recursion_13,1391249,2213035,"int balanceBrackets(const string& s, size_t i = 0, int openCount = 0, int addCount = 0) {
    if (i == s.size()) {
        return openCount + addCount;
    }
    if (s[i] == '(') {
        return balanceBrackets(s, i + 1, openCount + 1, addCount);
    } else if (s[i] == ')' && openCount > 0) {
        return balanceBrackets(s, i + 1, openCount - 1, addCount);
    } else if (s[i] == ')' && openCount == 0) {
        return balanceBrackets(s, i + 1, openCount, addCount + 1);
    } else {
        return balanceBrackets(s, i + 1, openCount, addCount);
    }
}

int mininumBracketAdd(string s) {
    // STUDENT ANSWER
      return balanceBrackets(s);
}",1.0,1111111111,2
Recursion_13,1391311,2211667,"int mininumBracketAdd(string s, unsigned int i=0, int open=0, int close=0) {
    // STUDENT ANSWER
    if(i==s.length()) {
        return open + close;
    }
    if(s[i]=='(') {
        return mininumBracketAdd(s, i+1, open+1, close);
    } else {
        if(open>0) {
            return mininumBracketAdd(s, i+1, open-1, close);
        } else {
            return mininumBracketAdd(s, i+1, open, close+1);
        }
    }
}",0.9,1111111110,2
Recursion_13,1398218,2212741,"// int idx=0;
// int open=0;
// int close=0;
// int res=0;
// int mininumBracketAddHelper(string s, int idx, int open, int close, int res) {
//     int length=s.length();
//     if (idx == length) {
//         return res + open ;
//     }

//     if (s[idx] == '(') {
//         open++;
//     } else {
//         if (open <= 0) {
//             res++;
//         } else {
//             open--;
//             close++;
//         }
//     }

//     return mininumBracketAddHelper(s, idx + 1, open, close, res);
// }
int mininumBracketAdd(string s) {
    // // STUDENT ANSWER
    // int length=s.length();
    // if(idx==length){
    //     int tmp=open;
    //     int tmp3=res;
    //     open=0;close=0;idx=0;;res=0;
    //     return tmp3+tmp;
    // }
    // else{
    //     if(s[idx]=='('){
    //         open++;
    //     }
    //     else{
    //         if(open<=0) res++;
    //         else{
    //         open--;
    //         close++;
    //         }
    //     }
    //     idx++;
    //     return mininumBracketAdd(s);
    // }
    // 
    int m = s.find(""()"") ;
    if(s.find(""()"") >= s.length() || s.find(""()"") < 0) return s.length();
    else  {
        s.erase(m,2);
        return mininumBracketAdd(s);

}
}",0.9,1111111110,6
Recursion_13,1400064,2210532,"int mininumBracketAdd(string s) {
    static int count=0;
    static int check=0;
    if(s.empty())return check+count;
    else if(s[0] == '(')check+=1;
    else if(s[0] == ')'){
        check -=1;
        if(check < 0){
            count+=1;check=0;
        }
    }
    return mininumBracketAdd(s.substr(1));
}",0.9,1111111110,2
Recursion_13,1400640,2211738,"long long helper(string s, long long bal, long long ans){
    if(s.length() ==0) return bal+ans;
    if(s[0] == '('){
        return helper(s.substr(1),bal+1,ans);
    }else if(s[0] == ')'){
        if(bal <= 0){
            return helper(s.substr(1),bal,ans+1);
        }else return helper(s.substr(1),bal-1,ans);
    }
    return 0;
}

long long mininumBracketAdd(string s) {
    // STUDENT ANSWER
    return helper(s,0,0);
}",0.9,1111111110,2
Recursion_13,1402894,2212303,"int helper(string s, int remain1, int remain2, int flag) {
    if (s[0] == '(') {
        remain1++;
    } else {
        if (remain1 > 0) {
            remain1--;
        } else {
            remain2++;
        }
    }
    if (s.length() == 1) {
        if (flag==0)
        return remain1 + remain2;
        if(flag==1) return remain1;
        if(flag==2) return remain2;
    }
    return helper(s.substr(1, s.length() - 1), remain1, remain2, flag);
}

int mininumBracketAdd(string s) {
    if (s == """") {
        return 0;
    }
    int l=s.length();
    int d=l/2;
    string s1=s.substr(0, d);
    int remain1=helper(s1, 0,0,1);
    int remain2=helper(s1, 0,0,2);
    return helper(s.substr(d, l-d), remain1, remain2,0);
}",1.0,1111111111,2
Recursion_13,1404222,2213298,"int solver(string& s,unsigned int index, int balance){
    if (index == s.size()) return abs(balance);
    if (s[index] == '(') {
        return solver(s, index + 1, balance + 1);
    }
    else {
        if (balance > 0) return solver(s, index + 1, balance - 1);
        else return 1 + solver(s, index + 1, balance);
    }
}

int mininumBracketAdd(string s) {
    return solver(s, 0, 0);
}",1.0,1111111111,2
Recursion_13,1405513,2211170,"int minimumBracketAddHelper(const string& s, size_t index, int stackSize) {
    if (index == s.length()) {
        // All characters have been processed
        return stackSize;
    }

    if (s[index] == '(') {
        // Push an opening bracket onto the ""stack""
        return minimumBracketAddHelper(s, index + 1, stackSize + 1);
    }

    if (s[index] == ')') {
        // Pop a matching opening bracket from the ""stack"" if possible
        if (stackSize > 0) {
            return minimumBracketAddHelper(s, index + 1, stackSize - 1);
        } else {
            // Add a closing bracket to balance the string
            return 1 + minimumBracketAddHelper(s, index + 1, stackSize);
        }
    }

    // Skip non-bracket characters
    return minimumBracketAddHelper(s, index + 1, stackSize);
}

int mininumBracketAdd(const string& s) {
    return minimumBracketAddHelper(s, 0, 0);
}",1.0,1111111111,4
Recursion_13,1405881,2211367,"int balanceBrackets(const string& s, int index = 0, int openCount = 0, int unmatchedCount = 0) {
    int n = s.length();
    if(index == n){
        return openCount + unmatchedCount;
    }
    if(s[index]=='('){
        return balanceBrackets(s,index+1,openCount+1,unmatchedCount);
    }
    else if(s[index]==')'&&openCount>0){
        return balanceBrackets(s,index+1,openCount-1,unmatchedCount);
    }
    else if(s[index]==')'){
        return balanceBrackets(s,index+1,openCount,unmatchedCount+1);
    }
    else{
        return balanceBrackets(s,index,openCount,unmatchedCount);
    }
}
int mininumBracketAdd(string s) {
    return balanceBrackets(s,0,0,0);
}",1.0,1111111111,2
Recursion_13,1406072,2013048,"string temp = """";
void minBracket(string s, int& count){
    if((int)s.find(""()"") == -1) return ;
    temp = ((int) s.find(""("") != -1) ? s.substr(s.find(""("")) : s;
    int opN = temp.find("")"");
    temp = temp.substr(opN);
    int clN = ((int) temp.find(""("") > 0 ) ? temp.find(""("") : temp.size();
    if(opN > clN && clN > 0) {
        s.replace(s.find(""("") + opN - clN, clN*2, """");
        count -= clN*2;
    }
    else {
        s.replace(s.find(""(""), opN*2, """");
        count -= opN*2;
    }
    minBracket(s, count);
}
int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    temp = """";
    int count = s.size();
    minBracket(s, count);
    return count;
}",1.0,1111111111,6
Recursion_13,1407091,2212303,"int helper(string s, int remain1, int remain2, int flag) {
    if (s[0] == '(') {
        remain1++;
    } else {
        if (remain1 > 0) {
            remain1--;
        } else {
            remain2++;
        }
    }
    if (s.length() == 1) {
        if (flag==0)
        return remain1 + remain2;
        if(flag==1) return remain1;
        if(flag==2) return remain2;
    }
    return helper(s.substr(1, s.length() - 1), remain1, remain2, flag);
}

int mininumBracketAdd(string s) {
    if (s == """") {
        return 0;
    }
    int l=s.length();
    int d=l/2;
    string s1=s.substr(0, d);
    int remain1=helper(s1, 0,0,1);
    int remain2=helper(s1, 0,0,2);
    return helper(s.substr(d, l-d), remain1, remain2,0);
}",1.0,1111111111,2
Recursion_13,1408640,2210532,"int mininumBracketAdd(string s, int check = 0, int count = 0) {
    if (s.empty()) {
        return count + abs(check);
    }

    if (s[0] == '(') {
        check += 1;
    } else if (s[0] == ')') {
        check -= 1;
        if (check < 0) {
            count += 1;
            check = 0;
        }
    }

    return mininumBracketAdd(s.substr(1), check, count);
}",0.9,1111111110,2
Recursion_13,1409614, ,"int mininumBracketAdd(string s, int check = 0, int count = 0) {
    if (s.empty()) {
        return count + abs(check);
    }

    if (s[0] == '(') {
        check += 1;
    } else if (s[0] == ')') {
        check -= 1;
        if (check < 0) {
            count += 1;
            check = 0;
        }
    }

    return mininumBracketAdd(s.substr(1), check, count);
}",0.9,1111111110,2
Recursion_13,1409645, ,"int mininumBracketAdd(string s, int check = 0, int count = 0) {
    if (s.empty()) {
        return count + abs(check);
    }

    if (s[0] == '(') {
        check += 1;
    } else if (s[0] == ')') {
        check -= 1;
        if (check < 0) {
            count += 1;
            check = 0;
        }
    }

    return mininumBracketAdd(s.substr(1), check, count);
}",0.9,1111111110,2
Recursion_13,1409664,2211738,"long long helper(string s, long long bal, long long ans){
    if(s.size() == 0) return bal + ans;
    if(s[0] == '('){
        return helper(s.substr(1),bal+1,ans);
    }else if(s[0] == ')'){
        if(bal <= 0) return helper(s.substr(1), bal, ans+1);
        else return helper(s.substr(1),bal-1,ans);
    }
    return 0;
}

long long mininumBracketAdd(string s) {
    // STUDENT ANSWER
    return helper(s,0,0);
}",0.9,1111111110,2
Recursion_13,1417147,2212651,"int mininumBracketAdd(string& s,unsigned index,int op,int cl) {
    // STUDENT ANSWER
    if (index==s.length()) return op+cl;
    if (s[index]=='(') op++;
    else if (s[index]==')'){
        if (op) op--;
        else cl++;
    }
    return mininumBracketAdd(s,index+1,op,cl);
}
int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    return mininumBracketAdd(s,0,0,0);
}",1.0,1111111111,2
Recursion_13,1418239,2212282,"int i = 0;
int open = 0;
int sum = 0;

int helper(const string & s) {
    if(i == static_cast<int>(s.length())) return sum + open;
    
    if(s[i] == '(') open++;
    
    if(s[i] == ')') {
        if(open) open--;
        else sum++;
    }
    
    ++i;
    
    return helper(s);
}

int mininumBracketAdd(string s) {
    return helper(s);
}",1.0,1111111111,2
Recursion_13,1418350,2252260,"int minimumBracketAdd(string s, unsigned int i, int openBrackets, int result){
    if(i >= s.length())
        return result + openBrackets;
    if(s[i] == '(')
        return minimumBracketAdd(s, i+1, openBrackets+1, result);
    else if(openBrackets > 0)
        return minimumBracketAdd(s, i+1, openBrackets-1, result);
    else
        return minimumBracketAdd(s, i+1, openBrackets, result+1);
}

int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    unsigned int i=0;
    int openBrackets = 0;
    int result = 0;
    return minimumBracketAdd(s, i, openBrackets, result);
}",0.9,1111111110,2
Recursion_13,1418891,2211821,"int counting(char* t, char* tE, int x, int y){
 if (t >tE) {
     y+=x;
     return y;
 }   
 if (*t == '(') x++;
 else {
     if(x>0) x--;
     else y++;
 }
 return counting(t+1,tE,x,y);
}
int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    int len =s.length();
    if (len ==0) return 0;
    return counting(&s[0],&s[len-1],0,0);
}",1.0,1111111111,2
Recursion_13,1420821,2210535,"int mininumBracketAdd1(string &s, int length, int index, int &openC, int &closeC) {
	if (index == length) return openC + closeC;
	else {
		if (s[index] == '(') {
			openC++;
		}
		else if (s[index] == ')') {
			if (openC > 0) openC--;
			else closeC++;
		}
		index++;
		return mininumBracketAdd1(s, length, index, openC, closeC);
	}
}
int mininumBracketAdd(string s) {
    // STUDENT ANSWER
    int n = s.length();
    int a = 0;
    int b = 0;
    return mininumBracketAdd1(s,n,0,a,b);
    
}",1.0,1111111111,2
Recursion_13,1422146,2252260,"int balance(string s, int depth = 0) {
    if (s.empty()) {
        return depth;
    }

    if (s[0] == '(') {
        return balance(s.substr(1), depth + 1);
    } else {
        if (depth > 0) {
            return balance(s.substr(1), depth - 1);
        } else {
            return 1 + balance(s.substr(1), depth);
        }
    }
}

int mininumBracketAdd(string s) {
    return balance(s);
}",0.9,1111111110,2
